SUBJECT_ID	PARENT_ID	TYPE	TIMEPOINT	POPULATION	SUPER_POPULATION	FAMILY_ID	GENDER	RELATIONSHIP	FAMILY_TYPE	
NA19079		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19080		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19081		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19082		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19083		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19084		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19085		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19086		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19087		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19088		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19089		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19090		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19091		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19092		PATIENT 		YRI	African	Y040	MALE	FATHER	TRIO	
NA19093		PATIENT 		YRI	African	Y040	FEMALE	MOTHER	TRIO	
NA19094		PATIENT 		YRI	African	Y040	FEMALE	CHILD	TRIO	
NA19095		PATIENT 		YRI	African	Y041	FEMALE	MOTHER	TRIO	
NA19096		PATIENT 		YRI	African	Y041	MALE	FATHER	TRIO	
NA19097		PATIENT 		YRI	African	Y041	FEMALE	CHILD	TRIO	
NA19098		PATIENT 		YRI	African	Y105	MALE	FATHER	TRIO	
NA19099		PATIENT 		YRI	African	Y105	FEMALE	MOTHER	TRIO	
NA19100		PATIENT 		YRI	African	Y105	FEMALE	CHILD	TRIO	
NA19101		PATIENT 		YRI	African	Y042	MALE	FATHER	TRIO	
NA19102		PATIENT 		YRI	African	Y042	FEMALE	MOTHER	TRIO	
NA19103		PATIENT 		YRI	African	Y042	MALE	CHILD	TRIO	
NA19104		PATIENT 		YRI	African	Y080	MALE	FATHER	UNREL	
NA19105		PATIENT 		YRI	African	Y080	FEMALE	MOTHER	UNREL	
NA19107		PATIENT 		YRI	African	Y006	MALE	FATHER	TRIO	
NA19108		PATIENT 		YRI	African	Y006	FEMALE	MOTHER	TRIO	
NA19109		PATIENT 		YRI	African	Y006	FEMALE	CHILD	TRIO	
NA19110		PATIENT 		YRI	African	Y078	MALE	FATHER	UNREL	
NA19113		PATIENT 		YRI	African	Y079	MALE	FATHER	TRIO	
NA19114		PATIENT 		YRI	African	Y079	FEMALE	MOTHER	TRIO	
NA19115		PATIENT 		YRI	African	Y079	FEMALE	CHILD	TRIO	
NA19116		PATIENT 		YRI	African	Y060	FEMALE	MOTHER	TRIO	
NA19117		PATIENT 		YRI	African	Y100	MALE	FATHER	TRIO	
NA19118		PATIENT 		YRI	African	Y100	FEMALE	MOTHER	TRIO	
NA19119		PATIENT 		YRI	African	Y060	MALE	FATHER	TRIO	
NA19120		PATIENT 		YRI	African	Y060	MALE	CHILD	TRIO	
NA19121		PATIENT 		YRI	African	Y061	MALE	FATHER	TRIO	
NA19122		PATIENT 		YRI	African	Y061	FEMALE	MOTHER	TRIO	
NA19123		PATIENT 		YRI	African	Y061	MALE	CHILD	TRIO	
NA19124		PATIENT 		YRI	African	Y076	MALE	FATHER	UNREL	
NA19125		PATIENT 		YRI	African	Y076	FEMALE	MOTHER	UNREL	
NA19127		PATIENT 		YRI	African	Y077	FEMALE	MOTHER	TRIO	
NA19128		PATIENT 		YRI	African	Y077	MALE	FATHER	TRIO	
NA19129		PATIENT 		YRI	African	Y077	FEMALE	CHILD	TRIO	
NA19130		PATIENT 		YRI	African	Y101	MALE	FATHER	TRIO	
NA19131		PATIENT 		YRI	African	Y101	FEMALE	MOTHER	TRIO	
NA19132		PATIENT 		YRI	African	Y101	FEMALE	CHILD	TRIO	
NA19133		PATIENT 		YRI	African	Y102	FEMALE	MOTHER	UNREL	
NA19135		PATIENT 		YRI	African	Y103	FEMALE	MOTHER	UNREL	
NA19136		PATIENT 		YRI	African	Y103	MALE	CHILD OF 19135	ADDNL RELATED	
NA19137		PATIENT 		YRI	African	Y043	FEMALE	MOTHER	TRIO	
NA19138		PATIENT 		YRI	African	Y043	MALE	FATHER	TRIO	
NA19139		PATIENT 		YRI	African	Y043	MALE	CHILD	TRIO	
NA19140		PATIENT 		YRI	African	Y071	FEMALE	MOTHER	TRIO	
NA19141		PATIENT 		YRI	African	Y071	MALE	FATHER	TRIO	
NA19142		PATIENT 		YRI	African	Y071	MALE	CHILD	TRIO	
NA19143		PATIENT 		YRI	African	Y074	FEMALE	MOTHER	TRIO	
NA19144		PATIENT 		YRI	African	Y074	MALE	FATHER	TRIO	
NA19145		PATIENT 		YRI	African	Y074	MALE	CHILD	TRIO	
NA19146		PATIENT 		YRI	African	Y075	MALE	FATHER	TRIO	
NA19147		PATIENT 		YRI	African	Y075	FEMALE	MOTHER	TRIO	
NA19148		PATIENT 		YRI	African	Y075	FEMALE	CHILD	TRIO	
NA19149		PATIENT 		YRI	African	Y073	FEMALE	MOTHER	TRIO	
NA19150		PATIENT 		YRI	African	Y073	MALE	FATHER	TRIO	
NA19151		PATIENT 		YRI	African	Y073	FEMALE	CHILD	TRIO	
NA19152		PATIENT 		YRI	African	Y072	FEMALE	MOTHER	TRIO	
NA19153		PATIENT 		YRI	African	Y072	MALE	FATHER	TRIO	
NA19154		PATIENT 		YRI	African	Y072	MALE	CHILD	TRIO	
NA19156		PATIENT 		YRI	African	Y055	MALE	FATHER	UNREL	
NA19157		PATIENT 		YRI	African	Y055	FEMALE	MOTHER	UNREL	
NA19159		PATIENT 		YRI	African	Y056	FEMALE	MOTHER	TRIO	
NA19160		PATIENT 		YRI	African	Y056	MALE	FATHER	TRIO	
NA19161		PATIENT 		YRI	African	Y056	MALE	CHILD	TRIO	
NA19162		PATIENT 		YRI	African	Y054	MALE	FATHER	UNREL	
NA19163		PATIENT 		YRI	African	Y054	FEMALE	MOTHER	UNREL	
NA19166		PATIENT 		YRI	African	Y049	FEMALE	MOTHER	UNREL	
NA19167		PATIENT 		YRI	African	Y049	FEMALE	CHILD OF 19166	ADDNL RELATED	
NA19168		PATIENT 		YRI	African	Y053	MALE	FATHER	UNREL	
NA19170		PATIENT 		YRI	African	Y053	MALE	CHILD OF 19168	ADDNL RELATED	
NA19171		PATIENT 		YRI	African	Y047	MALE	FATHER	TRIO	
NA19172		PATIENT 		YRI	African	Y047	FEMALE	MOTHER	TRIO	
NA19173		PATIENT 		YRI	African	Y047	MALE	CHILD	TRIO	
NA19174		PATIENT 		YRI	African	Y100	MALE	CHILD	TRIO	
NA19175		PATIENT 		YRI	African	Y044	MALE	FATHER	TRIO	
NA19176		PATIENT 		YRI	African	Y044	FEMALE	MOTHER	TRIO	
NA19177		PATIENT 		YRI	African	Y044	MALE	CHILD	TRIO	
NA19178		PATIENT 		YRI	African	Y038	MALE	FATHER	TRIO	
NA19179		PATIENT 		YRI	African	Y038	FEMALE	MOTHER	TRIO	
NA19180		PATIENT 		YRI	African	Y038	FEMALE	CHILD	TRIO	
NA19181		PATIENT 		YRI	African	Y052	MALE	FATHER	TRIO	
NA19182		PATIENT 		YRI	African	Y052	FEMALE	MOTHER	TRIO	
NA19183		PATIENT 		YRI	African	Y052	FEMALE	CHILD	TRIO	
NA19184		PATIENT 		YRI	African	Y039	MALE	FATHER	TRIO	
NA19185		PATIENT 		YRI	African	Y039	FEMALE	MOTHER	TRIO	
NA19186		PATIENT 		YRI	African	Y039	MALE	CHILD	TRIO	
NA19187		PATIENT 		YRI	African	Y113	MALE	FATHER	UNREL	
NA19189		PATIENT 		YRI	African	Y111	MALE	FATHER	TRIO	
NA19190		PATIENT 		YRI	African	Y111	FEMALE	MOTHER	TRIO	
NA19191		PATIENT 		YRI	African	Y111	MALE	CHILD	TRIO	
NA19192		PATIENT 		YRI	African	Y112	MALE	FATHER	TRIO	
NA19193		PATIENT 		YRI	African	Y112	FEMALE	MOTHER	TRIO	
NA19194		PATIENT 		YRI	African	Y112	MALE	CHILD	TRIO	
NA19195		PATIENT 		YRI	African	Y108	MALE	FATHER	UNREL	
NA19196		PATIENT 		YRI	African	Y108	FEMALE	MOTHER	UNREL	
NA19197		PATIENT 		YRI	African	Y035	FEMALE	MOTHER	TRIO	
NA19198		PATIENT 		YRI	African	Y035	MALE	FATHER	TRIO	
NA19199		PATIENT 		YRI	African	Y035	FEMALE	CHILD	TRIO	
NA19200		PATIENT 		YRI	African	Y045	MALE	FATHER	TRIO	
NA19201		PATIENT 		YRI	African	Y045	FEMALE	MOTHER	TRIO	
NA19202		PATIENT 		YRI	African	Y045	FEMALE	CHILD	TRIO	
NA19203		PATIENT 		YRI	African	Y048	MALE	FATHER	TRIO	
NA19204		PATIENT 		YRI	African	Y048	FEMALE	MOTHER	TRIO	
NA19205		PATIENT 		YRI	African	Y048	MALE	CHILD	TRIO	
NA19206		PATIENT 		YRI	African	Y051	FEMALE	MOTHER	TRIO	
NA19207		PATIENT 		YRI	African	Y051	MALE	FATHER	TRIO	
NA19208		PATIENT 		YRI	African	Y051	MALE	CHILD	TRIO	
NA19209		PATIENT 		YRI	African	Y050	FEMALE	MOTHER	TRIO	
NA19210		PATIENT 		YRI	African	Y050	MALE	FATHER	TRIO	
NA19211		PATIENT 		YRI	African	Y050	MALE	CHILD	TRIO	
NA19213		PATIENT 		YRI	African	Y110	MALE	FATHER	TRIO	
NA19214		PATIENT 		YRI	African	Y110	FEMALE	MOTHER	TRIO	
NA19215		PATIENT 		YRI	African	Y110	FEMALE	CHILD	TRIO	
NA19216		PATIENT 		YRI	African	Y064	FEMALE	MOTHER	UNREL	
NA19217		PATIENT 		YRI	African	Y064	MALE	FATHER	UNREL	
NA19218		PATIENT 		YRI	African	Y059	MALE	CHILD OF 19220	ADDNL RELATED	
NA19220		PATIENT 		YRI	African	Y059	MALE	FATHER	UNREL	
NA19221		PATIENT 		YRI	African	Y058	FEMALE	CHILD	TRIO	
NA19222		PATIENT 		YRI	African	Y058	FEMALE	MOTHER	TRIO	
NA19223		PATIENT 		YRI	African	Y058	MALE	FATHER	TRIO	
NA19224		PATIENT 		YRI	African	Y057	MALE	CHILD	TRIO	
NA19225		PATIENT 		YRI	African	Y057	FEMALE	MOTHER	TRIO	
NA19226		PATIENT 		YRI	African	Y057	MALE	FATHER	TRIO	
NA19228		PATIENT 		YRI	African	Y090	FEMALE	MOTHER	UNREL	
NA19229		PATIENT 		YRI	African	Y090	FEMALE	MOTHER	UNREL	
NA19230		PATIENT 		YRI	African	Y064	FEMALE	CHILD OF 19216 & 7	ADDNL RELATED	
NA19235		PATIENT 		YRI	African	Y116	FEMALE	MOTHER	TRIO	
NA19236		PATIENT 		YRI	African	Y116	MALE	FATHER	TRIO	
NA19237		PATIENT 		YRI	African	Y116	FEMALE	CHILD	TRIO	
NA19238		PATIENT 		YRI	African	Y117	FEMALE	MOTHER	TRIO	
NA19239		PATIENT 		YRI	African	Y117	MALE	FATHER	TRIO	
NA19240		PATIENT 		YRI	African	Y117	FEMALE	CHILD	TRIO	
NA19242		PATIENT 		YRI	African	Y118	MALE	FATHER	UNREL	
NA19244		PATIENT 		YRI	African	Y119	FEMALE	MOTHER OF 19246	ADDNL RELATED	
NA19246		PATIENT 		YRI	African	Y119	MALE	CHILD	UNREL	
NA19247		PATIENT 		YRI	African	Y120	FEMALE	MOTHER	TRIO	
NA19248		PATIENT 		YRI	African	Y120	MALE	FATHER	TRIO	
NA19249		PATIENT 		YRI	African	Y120	MALE	CHILD	TRIO	
NA19250		PATIENT 		YRI	African	Y113	FEMALE	MOTHER	UNREL	
NA19252		PATIENT 		YRI	African	Y025	MALE	CHILD	DUO	
NA19253		PATIENT 		YRI	African	Y062	MALE	FATHER	UNREL	
NA19254		PATIENT 		YRI	African	Y062	FEMALE	MOTHER	UNREL	
NA19256		PATIENT 		YRI	African	Y092	MALE	FATHER	TRIO	
NA19257		PATIENT 		YRI	African	Y092	FEMALE	MOTHER	TRIO	
NA19258		PATIENT 		YRI	African	Y092	MALE	CHILD	TRIO	
NA19259		PATIENT 		YRI	African	Y109	MALE	FATHER	UNREL	
NA19260		PATIENT 		YRI	African	Y109	FEMALE	MOTHER	UNREL	
NA19262		PATIENT 		YRI	African	Y114	MALE	FATHER	UNREL	
NA19264		PATIENT 		YRI	African	Y114	MALE	CHILD OF 19262	ADDNL RELATED	
NA19266		PATIENT 		YRI	African	Y115	FEMALE	MOTHER	UNREL	
NA19307		PATIENT 		LWK	African		MALE		UNREL	
NA19308		PATIENT 		LWK	African		MALE		UNREL	
NA19309		PATIENT 		LWK	African		MALE		UNREL	
NA19310		PATIENT 		LWK	African		FEMALE		UNREL	
NA19311		PATIENT 		LWK	African		MALE		UNREL	
NA19312		PATIENT 		LWK	African		MALE		UNREL	
NA19313		PATIENT 		LWK	African		FEMALE		UNREL	
NA19314		PATIENT 		LWK	African		FEMALE		UNREL	
NA19315		PATIENT 		LWK	African		FEMALE		UNREL	
NA19316		PATIENT 		LWK	African		FEMALE		UNREL	
NA19317		PATIENT 		LWK	African		MALE		UNREL	
NA19318		PATIENT 		LWK	African		MALE		UNREL	
NA19319		PATIENT 		LWK	African		MALE		UNREL	
NA19320		PATIENT 		LWK	African		FEMALE		UNREL	
NA19321		PATIENT 		LWK	African		FEMALE		UNREL	
NA19323		PATIENT 		LWK	African		FEMALE		UNREL	
NA19324		PATIENT 		LWK	African		FEMALE		UNREL	
NA19327		PATIENT 		LWK	African		FEMALE		UNREL	
NA19328		PATIENT 		LWK	African		FEMALE		UNREL	
NA19331		PATIENT 		LWK	African		MALE		UNREL	
NA19332		PATIENT 		LWK	African		FEMALE		UNREL	
NA19334		PATIENT 		LWK	African		MALE		UNREL	
NA19338		PATIENT 		LWK	African		FEMALE		UNREL	
NA19346		PATIENT 		LWK	African		MALE		UNREL	
NA19347		PATIENT 		LWK	African		MALE		UNREL	
NA19350		PATIENT 		LWK	African		MALE		UNREL	
NA19351		PATIENT 		LWK	African		FEMALE		UNREL	
NA19352		PATIENT 		LWK	African		MALE		UNREL	
NA19355		PATIENT 		LWK	African		FEMALE		UNREL	
NA19359		PATIENT 		LWK	African		MALE		UNREL	
NA19360		PATIENT 		LWK	African		MALE		UNREL	
NA19371		PATIENT 		LWK	African		MALE		UNREL	
NA19372		PATIENT 		LWK	African		MALE		UNREL	
NA19373		PATIENT 		LWK	African		MALE		UNREL	
NA19374		PATIENT 		LWK	African		MALE		UNREL	
NA19375		PATIENT 		LWK	African		MALE		UNREL	
NA19376		PATIENT 		LWK	African		MALE		UNREL	
NA19377		PATIENT 		LWK	African		FEMALE		UNREL	
NA19378		PATIENT 		LWK	African		FEMALE		UNREL	
NA19379		PATIENT 		LWK	African		FEMALE		UNREL	
NA19380		PATIENT 		LWK	African		MALE		UNREL	
NA19381		PATIENT 		LWK	African		FEMALE		UNREL	
NA19382		PATIENT 		LWK	African		MALE		UNREL	
NA19383		PATIENT 		LWK	African		MALE		UNREL	
NA19384		PATIENT 		LWK	African		MALE		UNREL	
NA19385		PATIENT 		LWK	African		MALE		UNREL	
NA19390		PATIENT 		LWK	African		FEMALE		UNREL	
NA19391		PATIENT 		LWK	African		FEMALE		UNREL	
NA19392		PATIENT 		LWK	African		FEMALE		UNREL	
NA19393		PATIENT 		LWK	African		MALE		UNREL	
NA19394		PATIENT 		LWK	African		MALE		UNREL	
NA19395		PATIENT 		LWK	African		FEMALE		UNREL	
NA19396		PATIENT 		LWK	African		FEMALE		UNREL	
NA19397		PATIENT 		LWK	African		MALE		UNREL	
NA19398		PATIENT 		LWK	African		FEMALE		UNREL	
NA19399		PATIENT 		LWK	African		FEMALE		UNREL	
NA19401		PATIENT 		LWK	African		FEMALE		UNREL	
NA19402		PATIENT 		LWK	African		FEMALE		UNREL	
NA19403		PATIENT 		LWK	African		FEMALE		UNREL	
NA19404		PATIENT 		LWK	African		FEMALE		UNREL	
NA19428		PATIENT 		LWK	African		MALE		UNREL	
NA19429		PATIENT 		LWK	African		MALE		UNREL	
NA19430		PATIENT 		LWK	African		MALE		UNREL	
NA19431		PATIENT 		LWK	African		FEMALE		UNREL	
NA19432		PATIENT 		LWK	African		FEMALE		UNREL	
NA19434		PATIENT 		LWK	African		FEMALE		UNREL	
NA19435		PATIENT 		LWK	African		FEMALE		UNREL	
NA19436		PATIENT 		LWK	African		FEMALE		UNREL	
NA19437		PATIENT 		LWK	African		FEMALE		UNREL	
NA19438		PATIENT 		LWK	African		FEMALE		UNREL	
NA19439		PATIENT 		LWK	African		FEMALE		UNREL	
NA19440		PATIENT 		LWK	African		FEMALE		UNREL	
NA19441		PATIENT 		LWK	African		FEMALE		UNREL	
NA19443		PATIENT 		LWK	African		MALE		UNREL	
NA19444		PATIENT 		LWK	African		MALE		UNREL	
NA19445		PATIENT 		LWK	African		FEMALE		UNREL	
NA19446		PATIENT 		LWK	African		FEMALE		UNREL	
NA19448		PATIENT 		LWK	African		MALE		UNREL	
NA19449		PATIENT 		LWK	African		FEMALE		UNREL	
NA19451		PATIENT 		LWK	African		MALE		UNREL	
NA19452		PATIENT 		LWK	African		MALE		UNREL	
NA19453		PATIENT 		LWK	African		MALE		UNREL	
NA19454		PATIENT 		LWK	African		MALE		UNREL	
NA19455		PATIENT 		LWK	African		MALE		UNREL	
NA19456		PATIENT 		LWK	African		FEMALE		UNREL	
NA19457		PATIENT 		LWK	African		FEMALE		UNREL	
NA19461		PATIENT 		LWK	African		MALE		UNREL	
NA19462		PATIENT 		LWK	African		FEMALE		UNREL	
NA19463		PATIENT 		LWK	African		FEMALE		UNREL	
NA19466		PATIENT 		LWK	African		MALE		UNREL	
NA19467		PATIENT 		LWK	African		FEMALE		UNREL	
NA19468		PATIENT 		LWK	African		FEMALE		UNREL	
NA19469		PATIENT 		LWK	African		FEMALE		UNREL	
NA19470		PATIENT 		LWK	African		FEMALE		UNREL	
NA19471		PATIENT 		LWK	African		FEMALE		UNREL	
NA19472		PATIENT 		LWK	African		FEMALE		UNREL	
NA19473		PATIENT 		LWK	African		FEMALE		UNREL	
NA19474		PATIENT 		LWK	African		FEMALE		UNREL	
NA19475		PATIENT 		LWK	African		FEMALE		UNREL	
NA19545		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19546		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19548		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19550		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19551		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19552		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19553		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19554		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19555		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19556		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19557		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19558		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19559		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19560		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19561		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19562		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19563		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19564		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19565		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19566		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19568		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19569		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19570		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19572		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19573		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19574		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19625		PATIENT 		ASW	African	2357	FEMALE	CHILD	TRIO	
NA19648		PATIENT 		MXL	Ad Mixed American	m001	FEMALE	MOTHER	TRIO	
NA19649		PATIENT 		MXL	Ad Mixed American	m001	MALE	FATHER	TRIO	
NA19650		PATIENT 		MXL	Ad Mixed American	m001	MALE	CHILD	TRIO	
NA19651		PATIENT 		MXL	Ad Mixed American	m005	FEMALE	MOTHER	TRIO	
NA19652		PATIENT 		MXL	Ad Mixed American	m005	MALE	FATHER	TRIO	
NA19653		PATIENT 		MXL	Ad Mixed American	m005	FEMALE	CHILD	TRIO	
NA19654		PATIENT 		MXL	Ad Mixed American	m006	FEMALE	MOTHER	TRIO	
NA19655		PATIENT 		MXL	Ad Mixed American	m006	MALE	FATHER	TRIO	
NA19656		PATIENT 		MXL	Ad Mixed American	m006	FEMALE	CHILD	TRIO	
NA19657		PATIENT 		MXL	Ad Mixed American	m007	FEMALE	MOTHER	TRIO	
NA19658		PATIENT 		MXL	Ad Mixed American	m007	MALE	FATHER	TRIO	
NA19659		PATIENT 		MXL	Ad Mixed American	m007	FEMALE	CHILD	TRIO	
NA19660		PATIENT 		MXL	Ad Mixed American	m008	FEMALE	MOTHER	TRIO	
NA19661		PATIENT 		MXL	Ad Mixed American	m008	MALE	FATHER	TRIO	
NA19662		PATIENT 		MXL	Ad Mixed American	m008	FEMALE	CHILD	TRIO	
NA19663		PATIENT 		MXL	Ad Mixed American	m012	FEMALE	MOTHER	TRIO	
NA19664		PATIENT 		MXL	Ad Mixed American	m012	MALE	FATHER	TRIO	
NA19665		PATIENT 		MXL	Ad Mixed American	m012	FEMALE	CHILD	TRIO	
NA19669		PATIENT 		MXL	Ad Mixed American	m002	FEMALE	MOTHER	TRIO	
NA19670		PATIENT 		MXL	Ad Mixed American	m002	MALE	FATHER	TRIO	
NA19671		PATIENT 		MXL	Ad Mixed American	m002	FEMALE	CHILD	TRIO	
NA19672		PATIENT 		MXL	Ad Mixed American	2382	FEMALE	MOTHER	UNREL	
NA19674		PATIENT 		MXL	Ad Mixed American	2382	MALE	CHILD OF 19672	ADDNL RELATED	
NA19675		PATIENT 		MXL	Ad Mixed American	m004	FEMALE	MOTHER	TRIO	
NA19676		PATIENT 		MXL	Ad Mixed American	m004	MALE	FATHER	TRIO	
NA19677		PATIENT 		MXL	Ad Mixed American	m004	FEMALE	CHILD	TRIO	
NA19678		PATIENT 		MXL	Ad Mixed American	m009	FEMALE	MOTHER	TRIO	
NA19679		PATIENT 		MXL	Ad Mixed American	m009	MALE	FATHER	TRIO	
NA19680		PATIENT 		MXL	Ad Mixed American	m009	FEMALE	CHILD	TRIO	
NA19681		PATIENT 		MXL	Ad Mixed American	m010	FEMALE	MOTHER	TRIO	
NA19682		PATIENT 		MXL	Ad Mixed American	m010	MALE	FATHER	TRIO	
NA19683		PATIENT 		MXL	Ad Mixed American	m010	FEMALE	CHILD	TRIO	
NA19684		PATIENT 		MXL	Ad Mixed American	m011	FEMALE	MOTHER	TRIO	
NA19685		PATIENT 		MXL	Ad Mixed American	m011	MALE	FATHER	TRIO	
NA19686		PATIENT 		MXL	Ad Mixed American	m011	FEMALE	CHILD	TRIO	
NA19700		PATIENT 		ASW	African	2367	MALE	FATHER	TRIO	
NA19701		PATIENT 		ASW	African	2367	FEMALE	MOTHER	TRIO	
NA19702		PATIENT 		ASW	African	2367	MALE	CHILD	TRIO	
NA19703		PATIENT 		ASW	African	2368	MALE	FATHER	TRIO	
NA19704		PATIENT 		ASW	African	2368	FEMALE	MOTHER	TRIO	
NA19705		PATIENT 		ASW	African	2368	MALE	CHILD	TRIO	
NA19707		PATIENT 		ASW	African	2369	FEMALE	MOTHER	DUO	
NA19708		PATIENT 		ASW	African	2369	FEMALE	CHILD	DUO	
NA19711		PATIENT 		ASW	African	2371	MALE	FATHER	UNREL	
NA19712		PATIENT 		ASW	African	2371	FEMALE	MOTHER	UNREL	
NA19713		PATIENT 		ASW	African	2436	FEMALE	MOTHER	TRIO	
NA19714		PATIENT 		ASW	African	2437	FEMALE	CHILD	DUO	
NA19716		PATIENT 		MXL	Ad Mixed American	m014	FEMALE	MOTHER	TRIO	
NA19717		PATIENT 		MXL	Ad Mixed American	m014	MALE	FATHER	TRIO	
NA19718		PATIENT 		MXL	Ad Mixed American	m014	FEMALE	CHILD	TRIO	
NA19719		PATIENT 		MXL	Ad Mixed American	m015	FEMALE	MOTHER	TRIO	
NA19720		PATIENT 		MXL	Ad Mixed American	m015	MALE	FATHER	TRIO	
NA19721		PATIENT 		MXL	Ad Mixed American	m015	FEMALE	CHILD	TRIO	
NA19722		PATIENT 		MXL	Ad Mixed American	m016	FEMALE	MOTHER	TRIO	
NA19723		PATIENT 		MXL	Ad Mixed American	m016	MALE	FATHER	TRIO	
NA19724		PATIENT 		MXL	Ad Mixed American	m016	MALE	CHILD	TRIO	
NA19725		PATIENT 		MXL	Ad Mixed American	m017	FEMALE	MOTHER	TRIO	
NA19726		PATIENT 		MXL	Ad Mixed American	m017	MALE	FATHER	TRIO	
NA19727		PATIENT 		MXL	Ad Mixed American	m017	MALE	CHILD	TRIO	
NA19728		PATIENT 		MXL	Ad Mixed American	m018	FEMALE	MOTHER	TRIO	
NA19729		PATIENT 		MXL	Ad Mixed American	m018	MALE	FATHER	TRIO	
NA19730		PATIENT 		MXL	Ad Mixed American	m018	FEMALE	CHILD	TRIO	
NA19731		PATIENT 		MXL	Ad Mixed American	m019	FEMALE	MOTHER	TRIO	
NA19732		PATIENT 		MXL	Ad Mixed American	m019	MALE	FATHER	TRIO	
NA19733		PATIENT 		MXL	Ad Mixed American	m019	FEMALE	CHILD	TRIO	
NA19734		PATIENT 		MXL	Ad Mixed American	2393	FEMALE	MOTHER	UNREL	
NA19735		PATIENT 		MXL	Ad Mixed American	2393	MALE	FATHER	UNREL	
NA19737		PATIENT 		MXL	Ad Mixed American	2394	FEMALE	MOTHER	UNREL	
NA19738		PATIENT 		MXL	Ad Mixed American	2394	MALE	FATHER	UNREL	
NA19740		PATIENT 		MXL	Ad Mixed American	2395	FEMALE	MOTHER	UNREL	
NA19741		PATIENT 		MXL	Ad Mixed American	2395	MALE	FATHER	UNREL	
NA19742		PATIENT 		MXL	Ad Mixed American	2395	MALE	CHILD OF 19740	ADDNL RELATED	
NA19746		PATIENT 		MXL	Ad Mixed American	m023	FEMALE	MOTHER	TRIO	
NA19747		PATIENT 		MXL	Ad Mixed American	m023	MALE	FATHER	TRIO	
NA19748		PATIENT 		MXL	Ad Mixed American	m023	FEMALE	CHILD	TRIO	
NA19749		PATIENT 		MXL	Ad Mixed American	m024	FEMALE	MOTHER	TRIO	
NA19750		PATIENT 		MXL	Ad Mixed American	m024	MALE	FATHER	TRIO	
NA19751		PATIENT 		MXL	Ad Mixed American	m024	MALE	CHILD	TRIO	
NA19752		PATIENT 		MXL	Ad Mixed American	2401	FEMALE	MOTHER	UNREL	
NA19753		PATIENT 		MXL	Ad Mixed American	2401	MALE	FATHER	UNREL	
NA19754		PATIENT 		MXL	Ad Mixed American	2401	FEMALE	CHILD OF 19752&3	ADDNL RELATED	
NA19755		PATIENT 		MXL	Ad Mixed American	m026	FEMALE	MOTHER	TRIO	
NA19756		PATIENT 		MXL	Ad Mixed American	m026	MALE	FATHER	TRIO	
NA19757		PATIENT 		MXL	Ad Mixed American	m026	MALE	CHILD	TRIO	
NA19758		PATIENT 		MXL	Ad Mixed American	m027	FEMALE	MOTHER	TRIO	
NA19759		PATIENT 		MXL	Ad Mixed American	m027	MALE	FATHER	TRIO	
NA19760		PATIENT 		MXL	Ad Mixed American	m027	FEMALE	CHILD	TRIO	
NA19761		PATIENT 		MXL	Ad Mixed American	m028	FEMALE	MOTHER	TRIO	
NA19762		PATIENT 		MXL	Ad Mixed American	m028	MALE	FATHER	TRIO	
