V1	V2
ILMN_1670165	LOC641742
ILMN_1725387	TMEM200A
ILMN_1736500	GNB2L1
ILMN_1893461	
ILMN_1754423	C3orf23
ILMN_1657958	LOC648264
ILMN_1861035	
ILMN_1824127	
ILMN_1718268	GJB4
ILMN_1907240	
ILMN_1684901	OR6K2
ILMN_2351795	C18orf1
ILMN_1805828	VRK1
ILMN_1652342	LOC649143
ILMN_1882465	
ILMN_1761138	C9orf142
ILMN_1652171	CDKN2C
ILMN_2359332	CDKN2C
ILMN_1657405	SPPL3
ILMN_2397199	NDEL1
ILMN_1705064	NDEL1
ILMN_1745542	LOC643006
ILMN_1765966	CHGB
ILMN_1718093	ALG1
ILMN_1714167	CYB5A
ILMN_2312194	CYB5A
ILMN_1837951	
ILMN_1728677	CREB5
ILMN_1699674	ZNF703
ILMN_1714952	ZNF703
ILMN_1763539	IER3IP1
ILMN_2379313	ZNF493
ILMN_2278653	ZNF493
ILMN_1739893	LOC653394
ILMN_1804470	LOC643008
ILMN_1690616	LOC643008
ILMN_1673069	DPP9
ILMN_1907956	
ILMN_1670886	FLJ38379
ILMN_1739404	FLJ38379
ILMN_1656266	FLJ38379
ILMN_1881472	
ILMN_2128668	FOXJ3
ILMN_1688317	ZNF160
ILMN_1777049	ZNF160
ILMN_2323992	CLEC7A
ILMN_2089329	SPRY2
ILMN_1916957	
ILMN_1897387	
ILMN_1668910	CIDEB
ILMN_2319077	FAS
ILMN_1892294	
ILMN_1655380	LOC652517
ILMN_1887574	
ILMN_2379110	WDR16
ILMN_2278539	WDR16
ILMN_1802539	WDR16
ILMN_1713521	ZNF205
ILMN_1658715	NRXN3
ILMN_1763828	MTF1
ILMN_1862294	
ILMN_1876517	
ILMN_1759092	CXorf40A
ILMN_2064655	CXorf40A
ILMN_1761479	ZC3HC1
ILMN_1674116	FLJ37543
ILMN_1728121	OR10R2
ILMN_1882114	
ILMN_1904846	
ILMN_1707065	SALL3
ILMN_1672538	NBR1
ILMN_1683849	LOC644567
ILMN_2336280	QKI
ILMN_1720192	LOC729034
ILMN_1861198	
ILMN_1774757	ZNF496
ILMN_1890877	
ILMN_1852976	
ILMN_1703100	LOC284701
ILMN_1914665	
ILMN_1799826	LOC645986
ILMN_1701009	EFNA2
ILMN_1659620	MYCBP
ILMN_1787539	ZNF177
ILMN_1725180	LOC729185
ILMN_2326262	SORBS1
ILMN_1666887	KRT28
ILMN_2305544	DBI
ILMN_1733667	DHX35
ILMN_1680033	LOC649455
ILMN_1661158	LOC284701
ILMN_1735301	DGKD
ILMN_1902604	
ILMN_1911981	
ILMN_1865351	
ILMN_1656097	SLCO1A2
ILMN_1680016	SLCO1A2
ILMN_1806979	SLCO1A2
ILMN_1888912	
ILMN_1806705	ASB6
ILMN_2397776	ASB6
ILMN_1654324	HEYL
ILMN_1786426	TMEM149
ILMN_1913284	
ILMN_1729433	LIPH
ILMN_1890516	
ILMN_1723417	LOC389316
ILMN_1689704	TMEM5
ILMN_1728972	FAM64A
ILMN_1827283	LOC730704
ILMN_1861059	
ILMN_2259467	N4BP2L1
ILMN_2344650	N4BP2L1
ILMN_1799487	N4BP2L1
ILMN_2379226	CCNL2
ILMN_1781628	SURF2
ILMN_1702205	PCDHA5
ILMN_1685279	LOC375748
ILMN_1915058	
ILMN_1660879	FRMPD2
ILMN_2356273	FRMPD2
ILMN_2265985	FRMPD2
ILMN_2125880	ZNF566
ILMN_1663667	FLAD1
ILMN_1824208	
ILMN_1679494	LOC652127
ILMN_1835242	
ILMN_1789846	ITGB6
ILMN_1701940	FAM73B
ILMN_1737255	C22orf36
ILMN_1791030	NEUROG1
ILMN_1655403	LOC730083
ILMN_1669122	MGC39372
ILMN_1673185	CPSF2
ILMN_2144116	CPSF2
ILMN_1657871	RSAD2
ILMN_1837214	
ILMN_1804610	NFX1
ILMN_1911370	
ILMN_1807152	GOLGA1
ILMN_2174729	ZNF318
ILMN_1823769	
ILMN_2355423	TPO
ILMN_1720207	GMPPB
ILMN_1803147	CRB1
ILMN_1908613	
ILMN_2349658	TSPO
ILMN_1873496	
ILMN_1737518	RBM4
ILMN_1680965	LOC728454
ILMN_1671398	NPAS3
ILMN_1666372	ATP5H
ILMN_1803452	CRCT1
ILMN_1897319	
ILMN_1880049	
ILMN_1775926	SPATA6
ILMN_1713934	LITAF
ILMN_1719028	LOC645769
ILMN_1706378	NUDT4
ILMN_1786379	SYNGR3
ILMN_2180380	KRTAP5-6
ILMN_1815490	LOC653683
ILMN_1722640	LOC284801
ILMN_2398077	MEIS2
ILMN_1656920	CRIP1
ILMN_1833751	
ILMN_1763837	ANPEP
ILMN_2098726	LOC440350
ILMN_1907331	
ILMN_1827118	
ILMN_1678191	GDF10
ILMN_1698294	LOC646680
ILMN_1904573	
ILMN_1733658	C1orf99
ILMN_2138631	C1orf99
ILMN_1840122	
ILMN_1717299	LOC645992
ILMN_1898727	
ILMN_1772899	LOC652854
ILMN_1808727	LOC650568
ILMN_1670932	LOC645737
ILMN_2137003	C16orf78
ILMN_1813307	C1QTNF2
ILMN_1756877	C14orf179
ILMN_1651568	MUC13
ILMN_1804945	ZNF667
ILMN_2186127	ZNF667
ILMN_1764410	C22orf13
ILMN_1779861	FAM47A
ILMN_1774480	EFCAB5
ILMN_1676955	TYK2
ILMN_1708841	GOLPH3
ILMN_1652807	HOXA3
ILMN_1854939	
ILMN_1739343	SPACA5B
ILMN_2181306	SPACA5B
ILMN_1879582	
ILMN_1670540	SMAD1
ILMN_1725320	SIGLEC1
ILMN_1681608	ZNF100
ILMN_1793002	C20orf196
ILMN_2377536	CDKL5
ILMN_2277725	CDKL5
ILMN_1680317	CDKL5
ILMN_1666310	LOC390259
ILMN_1773245	CCL3L1
ILMN_2218856	CCL3L1
ILMN_1747355	CCL3L1
ILMN_2364376	ILK
ILMN_1751351	FLJ90086
ILMN_1664563	FLJ33360
ILMN_1863562	
ILMN_1714980	MRGPRD
ILMN_1907052	
ILMN_1840176	
ILMN_1658398	C3orf41
ILMN_1687046	OR10A2
ILMN_1684016	CXorf1
ILMN_1832161	
ILMN_1795342	MLPH
ILMN_1686457	LOC653349
ILMN_1679256	AP3B2
ILMN_1714848	ZNF354A
ILMN_1863099	
ILMN_1872419	
ILMN_2127936	ZNF100
ILMN_1679476	GART
ILMN_1836342	
ILMN_1817175	
ILMN_2188533	CICK0721Q.1
ILMN_1811050	CCDC88A
ILMN_1786893	RBM5
ILMN_2111294	NUDT10
ILMN_1746025	MINA
ILMN_1815104	LOC653199
ILMN_1878445	
ILMN_2394613	C1D
ILMN_1906124	
ILMN_1797189	MAP3K12
ILMN_1748488	TXNL4B
ILMN_1688646	LCN10
ILMN_1664254	LOC642456
ILMN_2267131	MAGEA11
ILMN_1686083	MAGEA11
ILMN_1707734	NNAT
ILMN_1758633	CCDC130
ILMN_1714709	OLFM1
ILMN_1886083	
ILMN_1662401	LOC644064
ILMN_1715696	LOC399753
ILMN_1766038	C11orf88
ILMN_1865151	
ILMN_1895335	
ILMN_1658301	FAM83E
ILMN_1846601	
ILMN_1661083	NFATC2
ILMN_1675461	NFATC2
ILMN_1726041	FLJ30092
ILMN_2359096	SS18
ILMN_1805646	SS18
ILMN_1741782	SS18
ILMN_1653043	LOC649198
ILMN_1663015	HIF3A
ILMN_1687481	HIF3A
ILMN_1808409	HIF3A
ILMN_1773826	LOC402382
ILMN_1894250	
ILMN_1704797	CLEC10A
ILMN_2167416	MR1
ILMN_1754441	LOC390205
ILMN_1676712	LOC645553
ILMN_1705201	FOXC2
ILMN_1745513	MCAT
ILMN_1767679	MCAT
ILMN_1771643	LOC647200
ILMN_1710727	GSX2
ILMN_2334989	CCT3
ILMN_1725220	FER1L5
ILMN_1690530	FER1L5
ILMN_1702809	LOC388237
ILMN_2175265	TMEM11
ILMN_1779171	SGSM2
ILMN_1721994	HPS4
ILMN_1730351	FLJ35767
ILMN_2343917	ABCD4
ILMN_2143155	KIF11
ILMN_1794539	KIF11
ILMN_1855107	
ILMN_1698953	BTN1A1
ILMN_1795341	SFRS1
ILMN_1678425	WFDC8
ILMN_1669620	LOC647096
ILMN_1715702	LOC653171
ILMN_1837629	
ILMN_1664439	TAF1
ILMN_2346358	TAF1
ILMN_1769633	CTSO
ILMN_1846054	
ILMN_2339028	PKD1
ILMN_2310968	RUFY1
ILMN_1695719	EIF2C2
ILMN_2095133	SPTAN1
ILMN_1687924	C9orf53
ILMN_1749516	TMEM225
ILMN_1801999	LOC644474
ILMN_1707323	PDZRN4
ILMN_1675982	GGA3
ILMN_1751135	GGA3
ILMN_2113807	MYL2
ILMN_1865702	
ILMN_1724299	C21orf81
ILMN_2139100	SHISA5
ILMN_1851436	
ILMN_2394381	CLN3
ILMN_1690040	TM7SF2
ILMN_1769912	OR4K14
ILMN_1888729	
ILMN_1673598	LOC646803
ILMN_1805645	TMTC2
ILMN_1696029	FLJ36031
ILMN_1783023	C5orf51
ILMN_1725401	DEFB104A
ILMN_2379130	IRAK1
ILMN_1771000	LOC648130
ILMN_2102580	UTP20
ILMN_1724106	UTP20
ILMN_1712428	LOC643175
ILMN_1681497	UACA
ILMN_1703273	UACA
ILMN_2390197	KIR2DL4
ILMN_1900330	
ILMN_1797568	LOC283585
ILMN_1820933	
ILMN_1651395	LOC644897
ILMN_1677104	TRAF5
ILMN_1892243	
ILMN_1688041	TMEM53
ILMN_1916404	
ILMN_1885981	
ILMN_2152178	MTMR15
ILMN_1787026	SEC61G
ILMN_1853899	
ILMN_2337789	MARCH2
ILMN_1798138	CHIA
ILMN_1846368	
ILMN_1767020	DENND1C
ILMN_1878749	
ILMN_2106994	RABIF
ILMN_1676600	SEC24C
ILMN_2376205	LTB
ILMN_2376204	LTB
ILMN_1709637	SLC5A10
ILMN_1702175	ST7
ILMN_1707763	ST7
ILMN_1877373	
ILMN_1891053	
ILMN_1813100	KIAA1244
ILMN_1693879	RANBP3L
ILMN_2094856	RANBP3L
ILMN_1873270	
ILMN_1713800	LOC650314
ILMN_1659645	PRG3
ILMN_1837116	
ILMN_1674908	HOXB5
ILMN_1915061	
ILMN_1880994	
ILMN_1781614	GAS6
ILMN_1788506	LOC652811
ILMN_2046683	NAP1L2
ILMN_1669352	LY6G6C
ILMN_1673023	EP400
ILMN_1675709	ARFGAP1
ILMN_1705587	LOC649371
ILMN_1782230	LOC649371
ILMN_1693136	VTI1B
ILMN_1769759	SERPINB13
ILMN_1846792	
ILMN_2326509	CASP1
ILMN_2326512	CASP1
ILMN_2168866	C6orf62
ILMN_1653797	C6orf62
ILMN_1775498	FAM100B
ILMN_1792497	HRB
ILMN_1660108	LOC283202
ILMN_1688661	LOC388813
ILMN_1912837	
ILMN_1725247	GTF2A1
ILMN_1732040	GTF2A1
ILMN_1790988	OR5K1
ILMN_1848820	
ILMN_2055925	FLJ44060
ILMN_1844034	
ILMN_2285648	KCNIP4
ILMN_1657697	SAR1A
ILMN_1794512	ADPRH
ILMN_1872327	
ILMN_1816539	
ILMN_2171640	ZNF650
ILMN_2109994	RAB4B
ILMN_1700515	C17orf58
ILMN_1688997	C17orf58
ILMN_1712985	C17orf58
ILMN_1652638	LRRC58
ILMN_1888568	
ILMN_1765076	APPL2
ILMN_1842828	
ILMN_1729170	GPA33
ILMN_2143250	FAR1
ILMN_1663233	LOC647485
ILMN_2210111	GDF3
ILMN_1719579	LOC441081
ILMN_1664103	LOC441081
ILMN_1750893	LOC441081
ILMN_1784227	MCRS1
ILMN_2359287	ITGA6
ILMN_2267488	ITGA6
ILMN_1800642	RELN
ILMN_1880962	
ILMN_1705352	FUT9
ILMN_1878007	FUT9
ILMN_1769358	NPBWR2
ILMN_1914662	
ILMN_2142979	PTBP2
ILMN_1707240	PTBP2
ILMN_1785857	KIAA1160
ILMN_1808152	SLC41A3
ILMN_1853686	
ILMN_1666482	SP2
ILMN_1769703	LOC440888
ILMN_1884562	
ILMN_1790711	SEC24B
ILMN_1894836	
ILMN_1861090	
ILMN_1835237	
ILMN_1798064	ARNTL2
ILMN_1687301	VCAN
ILMN_1900426	
ILMN_1816542	
ILMN_1790572	LOC401268
ILMN_1883751	
ILMN_1841635	
ILMN_1852624	
ILMN_2194577	PLVAP
ILMN_2146614	RALGAPA2
ILMN_1726333	RALGAPA2
ILMN_1672605	C7orf41
ILMN_1760138	LOC340549
ILMN_1704208	LOC646981
ILMN_1702385	LILRA4
ILMN_2156267	EIF2AK1
ILMN_1846985	
ILMN_1904226	
ILMN_1675062	MYL9
ILMN_1776953	MYL9
ILMN_1862293	
ILMN_1726204	SCRG1
ILMN_1770015	KRT33B
ILMN_1788778	SEPT11
ILMN_1867297	
ILMN_1658381	PTCHD3
ILMN_1725131	LOC645418
ILMN_1805007	SEMA4F
ILMN_1791533	HAP1
ILMN_1852461	
ILMN_1862516	
ILMN_1757146	LOC652009
ILMN_1688114	LOC643847
ILMN_1706213	LOC342346
ILMN_1695301	C7orf69
ILMN_2382942	CA12
ILMN_1894862	
ILMN_1694482	CELSR1
ILMN_1735014	KLF6
ILMN_1736471	LOC401097
ILMN_1698402	NFX1
ILMN_1795025	NFX1
ILMN_1853073	
ILMN_1719178	ACOT7
ILMN_1740265	ACOT7
ILMN_1714253	AGRP
ILMN_1658689	LOC652736
ILMN_1890810	
ILMN_1893548	
ILMN_2157020	SNORD48
ILMN_1656149	FLJ22531
ILMN_1738407	ULBP1
ILMN_1891506	
ILMN_2361920	SGK2
ILMN_1679233	SGK2
ILMN_1814631	SMCP
ILMN_1673390	TTTY6B
ILMN_2177389	TTTY6B
ILMN_2246131	BCAN
ILMN_1863654	
ILMN_1757186	GIMAP1
ILMN_1754002	IL1F8
ILMN_1827984	
ILMN_1753048	LOC649707
ILMN_1687107	RFWD3
ILMN_1897171	
ILMN_1661966	UGCGL1
ILMN_1885464	
ILMN_1886026	
ILMN_1768901	LOC283914
ILMN_1721888	ITGA2B
ILMN_1792747	LOC643684
ILMN_1816432	
ILMN_1712712	BDNF
ILMN_1749410	PKP4
ILMN_1661325	PKP4
ILMN_1690920	SP100
ILMN_1672275	CDRT15L2
ILMN_2363668	YIF1B
ILMN_1800889	FIG4
ILMN_1866856	
ILMN_1715479	LOC649246
ILMN_1880704	
ILMN_1880501	
ILMN_1781752	CLEC16A
ILMN_1821223	
ILMN_1902386	
ILMN_1682831	NEB
ILMN_1829750	
ILMN_1755737	TRABD
ILMN_1787540	FLJ40296
ILMN_1709738	FLJ40296
ILMN_1876177	
ILMN_1894511	
ILMN_1897187	
ILMN_1858153	
ILMN_1666280	COX11
ILMN_1891455	
ILMN_1674975	MANEAL
ILMN_1871875	
ILMN_2344798	APAF1
ILMN_1792078	RNF114
ILMN_1771286	LOC653513
ILMN_1814305	SAMD9
ILMN_1775473	LOC400652
ILMN_1795552	LOC650716
ILMN_1737514	KYNU
ILMN_1836169	
ILMN_2380605	MTMR3
ILMN_1907696	
ILMN_1853738	
ILMN_1888450	
ILMN_1782329	HIST1H4L
ILMN_2379527	ELMO1
ILMN_1746456	LOC727752
ILMN_1687583	CAV1
ILMN_2149226	CAV1
ILMN_1851745	
ILMN_1799299	PRPF38B
ILMN_1770378	ANAPC10
ILMN_1866357	
ILMN_2145280	DEF6
ILMN_1714148	C9orf90
ILMN_1809971	NBPF4
ILMN_1772958	MAP1LC3A
ILMN_1788701	PSIP1
ILMN_2323801	MOCS1
ILMN_2247988	MOCS1
ILMN_1743142	LASS3
ILMN_1692714	TBX21
ILMN_1669598	SUV420H1
ILMN_1692107	SUV420H1
ILMN_1796678	HBG1
ILMN_1787477	CENPO
ILMN_2219351	CENPO
ILMN_1763455	VSTM1
ILMN_1731051	RAD52
ILMN_1691287	KLRC3
ILMN_2386790	KLRC3
ILMN_2202806	C10orf37
ILMN_1834592	
ILMN_1683328	IP6K2
ILMN_1652715	C10orf111
ILMN_1683354	LOC644694
ILMN_1699046	LOC652043
ILMN_1669117	PARP8
ILMN_1890833	
ILMN_1695856	FAM44A
ILMN_1695618	FLJ45300
ILMN_1774259	FAM63B
ILMN_1660283	H2BFWT
ILMN_1807712	PILRB
ILMN_2276397	RASGRP2
ILMN_2375319	RASGRP2
ILMN_1803745	SUOX
ILMN_1710682	SUOX
ILMN_1894299	
ILMN_1780769	TUBB2C
ILMN_1873841	
ILMN_1745811	TDRD3
ILMN_2366463	FN1
ILMN_1682343	LOC652246
ILMN_1692413	NMNAT1
ILMN_1907971	
ILMN_1739441	GANAB
ILMN_1817870	
ILMN_1710146	LOC649978
ILMN_1715088	KCNA7
ILMN_1777759	LOC401720
ILMN_1818131	
ILMN_1712475	HS3ST2
ILMN_1787830	RP11-49G10.8
ILMN_1881299	
ILMN_1817200	
ILMN_1784230	TRIM43
ILMN_2113490	NTN4
ILMN_1818446	
ILMN_1654692	RALGPS2
ILMN_1852911	
ILMN_1877235	
ILMN_1706600	LOC648200
ILMN_1720745	LOC645385
ILMN_1894104	
ILMN_1787386	ADAMTS13
ILMN_2413732	ADAMTS13
ILMN_1867659	ONECUT2
ILMN_1838320	ONECUT2
ILMN_1664462	ONECUT2
ILMN_1881711	ONECUT2
ILMN_1892859	ONECUT2
ILMN_1907095	ONECUT2
ILMN_1849134	
ILMN_1722845	RAB3B
ILMN_1739814	ZNF547
ILMN_1901068	
ILMN_1858825	
ILMN_2172124	ZNF630
ILMN_1802223	ATP2B2
ILMN_1734788	ATP2B2
ILMN_1699121	TMEM16B
ILMN_1658962	LCP2
ILMN_1836870	
ILMN_1709894	CLPX
ILMN_2207328	C18orf10
ILMN_1671693	C18orf10
ILMN_1854518	
ILMN_2072140	BTF3L4
ILMN_1800590	BBS1
ILMN_1665563	LOC645410
ILMN_1783276	NEXN
ILMN_1866766	
ILMN_1660413	SGK2
ILMN_1659259	PRPF6
ILMN_1866771	
ILMN_1792592	LOC644165
ILMN_2388669	GRIA3
ILMN_1807283	NDST1
ILMN_1710590	PLA2G2E
ILMN_1662479	LOC643904
ILMN_1750365	C20orf185
ILMN_1794896	LOC654230
ILMN_1737480	LOC652155
ILMN_1736303	KCNV1
ILMN_1671378	LOC651845
ILMN_1743995	ALG12
ILMN_1716056	LMF2
ILMN_1682381	LOC199882
ILMN_1751393	ZNF684
ILMN_1777286	LOC388344
ILMN_1902750	
ILMN_1895361	
ILMN_1862153	
ILMN_1801226	DOCK6
ILMN_1746031	RIMS4
ILMN_1769071	XKRX
ILMN_1795767	GRHL1
ILMN_1651286	GRHL1
ILMN_1697554	SASH3
ILMN_1653480	KENAE
ILMN_1716583	NME7
ILMN_1706519	LAMC2
ILMN_2347798	IFI6
ILMN_1653956	LOC644624
ILMN_1668490	LOC340260
ILMN_1734478	PIP5K1B
ILMN_2305843	CHAT
ILMN_1755369	RAB3A
ILMN_1884684	
ILMN_1688464	MAP6D1
ILMN_2258543	PRDM2
ILMN_1779825	PRDM2
ILMN_1913624	
ILMN_1728256	SPAG9
ILMN_1799104	SPAG9
ILMN_2263718	SPAG9
ILMN_1866337	
ILMN_1740436	CCRL1
ILMN_1801460	LOC651647
ILMN_1677635	TUBA4
ILMN_1907042	
ILMN_1745041	TCF15
ILMN_1797409	FLJ27255
ILMN_1772537	SCTR
ILMN_1896187	
ILMN_1656477	ARSA
ILMN_1683021	LOC645162
ILMN_1844323	
ILMN_1758827	RTN4IP1
ILMN_1761851	CACNA1A
ILMN_2194627	GMCL1
ILMN_1670532	GMCL1
ILMN_1694898	LOC653857
ILMN_1774191	LOC653857
ILMN_1812679	UPK1B
ILMN_2057409	LOC388503
ILMN_2057408	LOC388503
ILMN_1693645	LOC554208
ILMN_1783149	CDH23
ILMN_2410826	OAS1
ILMN_1675640	OAS1
ILMN_1866767	
ILMN_1652331	KCTD5
ILMN_1672728	KCTD5
ILMN_1828699	
ILMN_1916247	
ILMN_1814219	DPP6
ILMN_2329290	TRIM10
ILMN_1680993	TRIM10
ILMN_1694208	TRIM10
ILMN_1867329	
ILMN_1775296	LOC651006
ILMN_1869320	
ILMN_1676086	KRT82
ILMN_1762879	DCAF4L1
ILMN_1692978	LOC647677
ILMN_1738648	LOC729008
ILMN_1724453	LOC653711
ILMN_1756502	ISX
ILMN_1674593	SIGLEC11
ILMN_1788291	LHFPL5
ILMN_1914540	
ILMN_1724628	LOC144383
ILMN_1733927	TCEB2
ILMN_2377185	TCEB2
ILMN_1906746	
ILMN_1884415	
ILMN_1738410	C2orf19
ILMN_1674193	EMX1
ILMN_1816774	
ILMN_1808515	SUZ12P
ILMN_1764512	OR4X1
ILMN_1686435	HILS1
ILMN_1854704	
ILMN_2159272	PDCD1LG2
ILMN_1677372	LOC642644
ILMN_1725814	IL24
ILMN_1774685	IL24
ILMN_1896474	
ILMN_1801156	RLF
ILMN_1892340	
ILMN_1752406	LOC642282
ILMN_1834843	
ILMN_1780292	MSH5
ILMN_1810834	MSH5
ILMN_1651787	MSH5
ILMN_2077094	C11orf2
ILMN_1877455	
ILMN_1738335	TNFSF18
ILMN_1668068	LOC646970
ILMN_1818347	
ILMN_1696133	SELI
ILMN_1652236	LOC732313
ILMN_1742442	LOC654055
ILMN_1889477	
ILMN_1679318	ARSJ
ILMN_1863271	
ILMN_1686490	LOC646237
ILMN_1753122	MCPH1
ILMN_2131177	GUCY1A3
ILMN_1749415	KCNJ1
ILMN_1677932	LEREPO4
ILMN_1894737	
ILMN_1886342	
ILMN_1837739	
ILMN_1772743	PIGK
ILMN_1905094	
ILMN_1700337	TROAP
ILMN_1717765	NUDT11
ILMN_2227011	ACSBG1
ILMN_2289533	KCNIP1
ILMN_1744387	KCNIP1
ILMN_1903783	
ILMN_1737940	PCDHGB7
ILMN_1769546	RIN2
ILMN_1776818	LOC644658
ILMN_1694168	FLJ39080
ILMN_1718666	LOC652577
ILMN_1860777	
ILMN_1783975	LOC642106
ILMN_1765082	RBM10
ILMN_1772216	RBM10
ILMN_1760728	KIRREL2
ILMN_1713126	CT45A6
ILMN_2385278	WDR21A
ILMN_1808251	C9orf38
ILMN_1671423	LOC650263
ILMN_2317701	MMP23A
ILMN_1850588	
ILMN_2368585	GGT1
ILMN_1827445	
ILMN_1689817	LCOR
ILMN_1673944	MANBAL
ILMN_2395926	MANBAL
ILMN_1740024	NAALAD2
ILMN_2363273	ZNF226
ILMN_1696684	FAM90A1
ILMN_2190214	CHIC1
ILMN_2346573	PSME3
ILMN_1800975	PSME3
ILMN_1893226	
ILMN_1703411	PARP3
ILMN_1911475	
ILMN_1723486	HK2
ILMN_2156172	HK2
ILMN_1839097	
ILMN_1893523	
ILMN_2286400	CAPS
ILMN_1879880	
ILMN_1877818	
ILMN_1790575	METTL13
ILMN_1900471	
ILMN_2172174	NP
ILMN_1792506	PLA1A
ILMN_1781281	EPPB9
ILMN_2367671	LIMK2
ILMN_1687960	LIMK2
ILMN_1737563	RS1
ILMN_1707968	NBEAL1
ILMN_1767413	IL1RAPL2
ILMN_1690866	KBTBD10
ILMN_2218604	KBTBD10
ILMN_1790909	NFE2L2
ILMN_1700625	ATP5S
ILMN_1841645	
ILMN_1756767	EIF5B
ILMN_1794132	NDUFS8
ILMN_1690217	BFSP2
ILMN_1770673	AKNA
ILMN_1846218	
ILMN_1833876	
ILMN_1742534	COL4A5
ILMN_1831003	
ILMN_1675433	LOC646914
ILMN_1805512	WDR13
ILMN_1723134	LOC650695
ILMN_1703174	FREM2
ILMN_2091978	FREM2
ILMN_1746252	LOC391811
ILMN_1668079	LOC644288
ILMN_1669772	LRP1
ILMN_1757288	KLHDC8A
ILMN_2186108	DGCR6
ILMN_1791396	DGCR6
ILMN_2393254	CAPNS1
ILMN_1874091	
ILMN_1891478	
ILMN_2368145	GRINL1A
ILMN_1809511	GRINL1A
ILMN_1670956	GRINL1A
ILMN_1725872	LOC642486
ILMN_2253145	NEK3
ILMN_1900510	
ILMN_1679401	TRPM4
ILMN_1793514	RPTOR
ILMN_1797816	RPTOR
ILMN_1748052	LOC643116
ILMN_2309180	SMARCD3
ILMN_1721284	LOC652798
ILMN_1707426	CPLX4
ILMN_1804223	LOC643133
ILMN_1694057	EIF3K
ILMN_1754532	LOC442517
ILMN_1670469	KIAA0527
ILMN_1750413	KIAA0527
ILMN_1731073	CAPN9
ILMN_1690923	CAPN9
ILMN_1818972	
ILMN_1877248	
ILMN_1733680	AZI2
ILMN_1898210	
ILMN_1763568	ZDHHC16
ILMN_1653120	ST6GAL1
ILMN_1756501	ST6GAL1
ILMN_2351754	ADAM22
ILMN_1709305	LOC651059
ILMN_1808047	PHC2
ILMN_1880892	
ILMN_1707983	LOC643824
ILMN_1870363	
ILMN_1799535	GJB1
ILMN_1753789	TNN
ILMN_1723165	LOC728351
ILMN_1828057	
ILMN_1798968	LOC650439
ILMN_1696827	PARS2
ILMN_1736856	PDPR
ILMN_1839520	
ILMN_1889259	
ILMN_1757134	MPV17L2
ILMN_1662341	LOC650656
ILMN_1698897	NLRP9
ILMN_1777668	LOC647949
ILMN_1915065	
ILMN_1696270	PLAG1
ILMN_1668525	NR3C1
ILMN_1862764	
ILMN_1814229	LOC653562
ILMN_1680941	ACTR3B
ILMN_2215211	ZNF514
ILMN_1687223	ZNF514
ILMN_2169261	TNNI2
ILMN_1746945	CSMD1
ILMN_2216860	CSMD1
ILMN_2208812	TCP11L1
ILMN_1713174	TCP11L1
ILMN_2411264	BTBD1
ILMN_1807244	STGC3
ILMN_1696294	SNX6
ILMN_1712849	RNASE7
ILMN_1736448	VWC2
ILMN_1656846	GBA2
ILMN_1674560	GBA2
ILMN_1654394	LOC648576
ILMN_1915783	
ILMN_1796758	LOC642424
ILMN_1762883	ECE2
ILMN_1661903	CYLC2
ILMN_1693523	LOC441046
ILMN_1706248	LRRC37B
ILMN_2219767	MYCN
ILMN_1664508	LOC648943
ILMN_1760047	VAX2
ILMN_1656502	LOC643286
ILMN_1793632	TMEM222
ILMN_1778521	MC2R
ILMN_1747109	LOC650724
ILMN_1787464	LOC651296
ILMN_1804064	ESRRG
ILMN_1894521	
ILMN_1833670	
ILMN_1789244	SOX8
ILMN_1807455	DHRS7
ILMN_1701557	WBSCR17
ILMN_1900758	
ILMN_1684607	MAGEA2
ILMN_2319919	MAGEA2
ILMN_1898264	
ILMN_1722916	LOC340094
ILMN_1683119	FAM22F
ILMN_1815782	LOC651741
ILMN_1849315	
ILMN_1757415	C1orf163
ILMN_1858478	
ILMN_1862483	
ILMN_2053536	RHBDL2
ILMN_2053538	RHBDL2
ILMN_1855212	
ILMN_1792951	ZHX2
ILMN_1764186	LOC146517
ILMN_1693388	NOXO1
ILMN_2363450	NOXO1
ILMN_2130514	FAM76B
ILMN_1654386	C14orf182
ILMN_1699991	LCK
ILMN_1655454	LOC645033
ILMN_1898223	
ILMN_1687247	SPATA20
ILMN_1745880	DNAI1
ILMN_1902251	
ILMN_1718395	LCE3D
ILMN_1828718	
ILMN_1863801	
ILMN_1712742	LOC650285
ILMN_1765122	MAP3K2
ILMN_1912098	
ILMN_1821190	
ILMN_1783156	LOC650832
ILMN_1725187	PITPNM2
ILMN_1873034	
ILMN_1799467	SAMD9L
ILMN_1692568	C10orf92
ILMN_1694752	LOC727726
ILMN_1800786	LOC727726
ILMN_1830593	
ILMN_1884645	
ILMN_1684054	ASAH1
ILMN_2120210	RCAN2
ILMN_1733176	LIMS1
ILMN_1708618	LOC652499
ILMN_2310579	PTPN20B
ILMN_1724786	LOC644193
ILMN_1663991	LOC387885
ILMN_1655100	LOC644680
ILMN_2150586	ZNF536
ILMN_1772155	ZNF536
ILMN_1719606	LOC644762
ILMN_1740170	CHCHD10
ILMN_1749822	LOC643432
ILMN_1799485	LOC440804
ILMN_1903406	LOC645634
ILMN_1807525	CNTD2
ILMN_1660644	LOC644753
ILMN_1793101	PAX4
ILMN_1653738	INTS4
ILMN_1660844	INTS4
ILMN_1676233	INTS4
ILMN_1821891	
ILMN_1875817	
